meeting_id,sum_up,sigma,diff,dt
86144,16.16793893129828,0.5048676377222159,0.8999999999980446,-1.127800000000011
86145,19.954198473282506,0.3818401502835488,-45.10000000000618,-3.1779555555555623
91941,29.824427480916107,0.8585881169021419,6.600000000003065,-0.30256121939030406
97084,9.969465648855095,0.2551490653802223,-3.6999999999998967,-3.3120888888889324
104796,16.709923664122083,0.38577701445934615,6.399999999998955,2.9249417249417506
104938,20.251908396946206,0.35117097309432865,14.400000000002166,7.209059343434356
105147,19.717557251908165,0.6140536564200892,7.800000000001721,-2.1398154325105754
105226,19.0,0.21963809570056045,0.9000000000000341,-4.856109481915904
107579,25.30534351145058,1.1293373032595198,10.000000000000927,3.826843434343468
117156,13.072480916030763,0.2835185361880121,2.499000000000127,-3.4770222222222227
117803,32.15267175572576,3.5869610602391044,-2.7999999999979477,-1.9652777777777446
118810,21.54198473282391,0.4565349539562506,-24.8000000000005,-0.994251723371127
118857,6.492366412213772,0.17474278785178377,-0.10000000000002274,4.7779958137100955
118874,11.858778625954125,0.34616097561641196,9.663381206337365e-13,2.0269064124783482
120138,21.54198473282391,0.4565349539562506,-24.8000000000005,-2.2375472537247023
120140,9.969465648855095,0.2551490653802223,-3.6999999999998967,-3.7020222222222117
120669,29.824427480916086,0.8585881169021428,6.600000000003066,2.344093137254939
125825,25.335877862595765,0.9379445721864891,8.399999999999775,-2.274277777777794
134454,16.70992366412206,0.38577701445934587,6.399999999998955,1.9414814814814758
134477,16.16793893129828,0.5048676377222159,0.8999999999980446,2.35107777777776
134512,20.251908396946263,0.3511709730943288,14.40000000000215,3.6466530054644304
134995,19.0,0.21963809570056042,0.9000000000000341,-0.3839157706093214
135173,19.954198473282506,0.3818401502835488,-45.10000000000618,-3.251288888888901
141984,25.30534351145029,1.1293373032595146,10.000000000000924,0.45660811375989896
148294,13.072480916030763,0.2835185361880121,2.499000000000127,-2.540477777777782
149621,6.492366412213737,0.1747427878517838,-0.10000000000002274,3.0521156558533615
149685,11.858778625954137,0.34616097561641157,9.663381206337365e-13,4.48753561253564
150185,29.82442748091635,0.8585881169021385,6.6000000000030585,-0.6571933204881516
151315,11.652671755725294,0.6740284513588234,-4.40000000000299,4.614213998852529
151325,32.15267175572576,3.5869610602391044,-2.7999999999979477,-1.4572111111111148
154291,21.541984732823906,0.4565349539562506,-24.800000000000505,-0.8277777777778002
162515,11.652671755725294,0.6740284513588234,-4.400000000002992,0.9648664343785965
166664,16.709923664122055,0.3857770144593458,6.399999999998955,4.021036204744063
166681,16.16793893129828,0.5048676377222159,0.8999999999980446,0.35292222222221825
166716,20.251908396946366,0.3511709730943291,14.400000000002121,-4.255361305361345
166876,19.0,0.21963809570056037,0.9000000000000341,2.9000187265917683
166900,19.954198473282506,0.3818401502835488,-45.10000000000618,-3.790593729152727
167118,19.717557251908165,0.6140536564200892,7.800000000001721,-1.3509777777777985
167696,25.335877862595762,0.937944572186489,8.399999999999775,-1.992717367133647
171678,25.30534351145017,1.1293373032595126,10.000000000000975,-3.280964710395086
177416,9.969465648855095,0.2551490653802223,-3.6999999999998967,-3.5696111111111435
181388,13.072480916030763,0.2835185361880121,2.499000000000127,-3.4269333333333156
182611,6.492366412213744,0.1747427878517838,-0.10000000000002274,3.3779220779220807
182692,11.858778625954118,0.3461609756164122,9.663381206337365e-13,1.62532532532533
182784,32.15267175572576,3.5869610602391044,-2.7999999999979477,-2.150711111111103
195956,21.541984732823906,0.4565349539562506,-24.800000000000505,-2.504055555555567
199104,19.717557251908165,0.6140536564200892,7.800000000001721,-2.698676895708223
199677,25.335877862595765,0.9379445721864891,8.399999999999775,-0.7836333333333088
201072,16.16793893129828,0.5048676377222159,0.8999999999980446,-0.5008227707360103
201121,20.251908396946416,0.35117097309432943,14.400000000002091,1.6828534031413938
202629,19.954198473282506,0.3818401502835488,-45.10000000000618,-3.2526444444444635
206859,22.488549618320164,0.661366436077004,6.800000000000077,-1.4481818181818304
217574,32.15267175572576,3.5869610602391044,-2.7999999999979477,-3.9413444444444523
217580,13.072480916030763,0.2835185361880121,2.499000000000127,-3.882332666221906
217741,11.858778625954134,0.3461609756164117,9.663381206337365e-13,1.0394710578842297
217772,6.492366412213718,0.1747427878517838,-0.10000000000002274,3.8137816245006544
219600,9.969465648855095,0.2551490653802223,-3.6999999999998967,-4.97253333333334
220934,11.652671755725292,0.6740284513588234,-4.400000000002998,-1.0647447447447078
226082,11.652671755725294,0.6740284513588234,-4.400000000002994,2.264231220657293
226631,13.072480916030763,0.2835185361880121,2.499000000000127,-2.7981765621525354
227882,16.70992366412202,0.38577701445934426,6.399999999998955,-3.3285714285714567
228247,21.54198473282391,0.4565349539562506,-24.8000000000005,-0.18669112741830382
234297,14.099236641221387,0.3354580152671769,23.0,0.7226562500000039
240024,20.251908396946416,0.3511709730943296,14.400000000002073,-0.4805246053853149
240904,25.335877862595765,0.9379445721864891,8.399999999999775,-0.8723555555555752
242344,19.954198473282506,0.3818401502835488,-45.10000000000618,-3.130622222222216
243446,22.48854961832028,0.6613664360770042,6.800000000000052,-4.25889513108612
244717,19.717557251908165,0.6140536564200892,7.800000000001721,-3.2263555555555734
245718,25.305343511450037,1.1293373032595104,10.000000000001064,-2.8516306213525904
258711,6.492366412213721,0.1747427878517838,-0.10000000000002274,5.078741039426513
261917,11.858778625954123,0.34616097561641207,9.663381206337365e-13,7.1997817785051765
263025,31.99618320610711,3.4290239145581842,-14.799999999999208,-3.1789192795196866
