meeting_id,sex,age_group,race_title,min_time
254490,2,13,10K,51.88333333333333
254490,2,14,10K,58.25
254490,2,15,10K,49.78333333333333
254490,1,6,10K,54.71666666666667
254490,1,3,10K,40.56666666666667
254490,1,4,10K,55.18333333333334
254490,1,5,10K,39.45
254490,1,7,10K,50.425
254490,1,8,10K,56.025
254490,1,9,10K,56.21666666666667
254490,1,10,10K,57.68333333333333
254490,1,11,10K,58.36666666666667
254490,1,12,10K,59.25
254490,1,13,10K,55.58333333333334
254490,1,14,10K,74.81666666666666
254490,1,15,10K,58.78333333333333
256518,2,6,10K,47.516666666666666
256518,2,3,10K,40.833333333333336
256518,2,4,10K,39.833333333333336
256518,2,7,10K,44.58333333333334
256518,2,8,10K,48.508333333333326
256518,2,9,10K,40.2
256518,2,10,10K,53.41666666666666
256518,2,11,10K,45.91666666666666
256518,2,12,10K,57.29166666666667
256518,2,14,10K,57.46666666666667
256518,2,16,10K,69.73333333333333
256518,1,6,10K,56.0
256518,1,7,10K,48.31666666666667
256518,1,8,10K,60.18333333333333
256518,1,10,10K,63.7
256518,1,11,10K,56.675
256518,1,12,10K,59.91666666666666
256518,1,13,10K,57.45
256518,1,14,10K,55.38333333333333
256519,2,6,10K,46.28333333333333
256519,2,3,10K,39.13333333333333
256519,2,5,10K,37.68333333333333
256519,2,7,10K,36.43333333333333
256519,2,8,10K,48.06666666666667
256519,2,9,10K,47.05
256519,2,10,10K,53.31666666666667
256519,2,11,10K,50.041666666666664
256519,2,12,10K,52.508333333333326
256519,2,13,10K,56.63333333333333
256519,2,14,10K,63.08333333333334
256519,1,6,10K,53.6
256519,1,7,10K,46.19166666666666
256519,1,8,10K,58.15833333333333
256519,1,9,10K,51.625
256519,1,10,10K,58.95
256519,1,11,10K,53.13333333333333
256519,1,12,10K,60.866666666666674
256519,1,14,10K,55.21666666666667
264097,2,6,10K,53.01666666666667
264097,2,8,10K,43.16666666666666
264097,2,9,10K,43.7
264097,2,10,10K,38.625
264097,2,11,10K,42.31666666666666
264097,2,14,10K,46.86666666666667
264097,1,6,10K,52.56666666666667
264097,1,5,10K,53.71666666666667
264097,1,7,10K,56.71666666666667
264097,1,8,10K,52.33333333333334
264097,1,9,10K,49.6
264158,2,6,10K,45.66666666666666
264158,2,3,10K,39.7
264158,2,4,10K,36.04166666666667
264158,2,5,10K,32.21666666666667
264158,2,7,10K,39.31666666666667
264158,2,8,10K,46.83333333333334
264158,2,9,10K,46.45833333333333
264158,2,10,10K,48.05
264158,2,11,10K,48.43333333333333
264158,2,12,10K,48.01666666666666
264158,2,13,10K,50.46666666666667
264158,2,14,10K,45.23333333333333
264158,1,6,10K,49.48333333333333
264158,1,3,10K,48.13333333333333
264158,1,4,10K,45.6
264158,1,5,10K,43.16666666666666
264158,1,7,10K,49.91666666666667
264158,1,8,10K,50.91666666666666
264158,1,9,10K,49.86666666666667
264158,1,10,10K,49.81666666666667
264158,1,11,10K,49.725
264158,1,12,10K,48.95
264158,1,13,10K,48.83333333333334
264161,2,6,10K,49.175
264161,2,3,10K,35.46666666666667
264161,2,5,10K,44.23333333333333
264161,2,7,10K,43.16666666666666
264161,2,8,10K,50.71666666666667
264161,2,9,10K,52.35000000000001
264161,2,10,10K,51.141666666666666
264161,2,11,10K,52.44999999999999
264161,2,12,10K,53.63333333333333
264161,2,13,10K,53.86666666666667
264161,2,14,10K,64.25
264161,2,15,10K,47.8
264161,1,6,10K,60.15
264161,1,5,10K,63.13333333333333
264161,1,7,10K,58.3
264161,1,8,10K,61.4
264161,1,9,10K,58.94166666666666
264161,1,10,10K,62.96666666666667
264161,1,11,10K,65.85
264161,1,12,10K,63.33333333333334
264161,1,13,10K,70.93333333333334
264161,1,14,10K,66.3
264168,2,6,10K,46.63333333333333
264168,2,2,10K,49.53333333333333
264168,2,3,10K,46.18333333333334
264168,2,4,10K,42.81666666666667
264168,2,7,10K,39.63333333333333
264168,2,8,10K,46.81666666666666
264168,2,9,10K,44.31666666666667
264168,2,10,10K,49.866666666666674
264168,2,11,10K,50.791666666666664
264168,2,12,10K,55.75
264168,2,13,10K,50.76666666666666
264168,1,6,10K,57.825
264168,1,3,10K,39.98333333333333
264168,1,7,10K,59.0
264168,1,8,10K,60.2
264168,1,9,10K,54.675
264168,1,10,10K,61.65
264168,1,11,10K,58.45
264168,1,12,10K,58.23333333333333
264171,2,6,10K,43.41666666666666
264171,2,2,10K,39.88333333333333
264171,2,4,10K,38.74166666666666
264171,2,5,10K,33.583333333333336
264171,2,7,10K,38.733333333333334
264171,2,8,10K,42.8
264171,2,9,10K,45.7
264171,2,10,10K,44.70833333333334
264171,2,11,10K,48.66666666666666
264171,2,12,10K,55.06666666666667
264171,2,13,10K,53.38333333333333
264171,2,14,10K,50.96666666666667
264171,2,15,10K,53.01666666666666
264171,2,16,10K,66.1
264171,1,6,10K,55.73333333333333
264171,1,7,10K,56.23333333333333
264171,1,8,10K,50.05833333333333
264171,1,9,10K,53.06666666666667
264171,1,10,10K,53.23333333333333
264171,1,11,10K,63.766666666666666
264171,1,12,10K,58.86666666666667
264171,1,13,10K,57.099999999999994
264171,1,14,10K,61.075
264180,2,6,10K,41.71666666666667
264180,2,3,10K,35.8
264180,2,4,10K,42.86666666666666
264180,2,7,10K,39.57499999999999
264180,2,8,10K,45.43333333333333
264180,2,9,10K,42.8
264180,2,10,10K,45.88333333333333
264180,2,11,10K,48.76666666666666
264180,2,12,10K,52.39166666666667
264180,2,13,10K,52.91666666666666
264180,2,14,10K,55.95
264180,1,6,10K,52.79166666666667
264180,1,4,10K,53.22500000000001
264180,1,7,10K,55.61666666666666
264180,1,8,10K,46.43333333333333
264180,1,9,10K,55.85
264180,1,10,10K,52.541666666666664
264180,1,11,10K,52.95
264180,1,12,10K,53.73333333333333
264180,1,14,10K,50.06666666666667
264183,2,6,10K,35.59166666666667
264183,2,2,10K,51.83333333333334
264183,2,3,10K,39.791666666666664
264183,2,4,10K,35.11666666666667
264183,2,5,10K,32.4
264183,2,7,10K,39.333333333333336
264183,2,8,10K,42.525000000000006
264183,2,9,10K,44.766666666666666
264183,2,10,10K,48.31666666666667
264183,2,11,10K,49.45
264183,2,12,10K,46.94166666666666
264183,2,13,10K,45.8
264183,2,14,10K,60.63333333333333
264183,2,15,10K,52.7
264183,1,6,10K,50.70833333333333
264183,1,2,10K,54.0
264183,1,3,10K,59.724999999999994
264183,1,4,10K,36.391666666666666
264183,1,5,10K,37.18333333333333
264183,1,7,10K,57.01666666666666
264183,1,8,10K,56.01666666666666
264183,1,9,10K,55.41666666666666
264183,1,10,10K,52.99166666666667
264183,1,11,10K,57.0
264183,1,12,10K,63.15
264183,1,13,10K,63.24166666666667
264183,1,14,10K,54.4
265296,2,6,10K,39.983333333333334
265296,2,4,10K,38.5
265296,2,7,10K,44.400000000000006
265296,2,8,10K,38.9
265296,2,9,10K,45.43333333333333
265296,2,10,10K,49.599999999999994
265296,2,11,10K,52.28333333333333
265296,2,13,10K,51.56666666666667
265296,1,6,10K,50.25
265296,1,7,10K,53.35
265296,1,8,10K,43.41666666666666
265296,1,9,10K,59.63333333333333
265296,1,10,10K,43.15833333333333
265296,1,11,10K,58.85
265337,2,6,10K,37.23333333333333
265337,2,3,10K,37.4
265337,2,4,10K,38.15
265337,2,5,10K,35.36666666666667
265337,2,7,10K,39.46666666666667
265337,2,8,10K,40.30833333333334
265337,2,9,10K,42.09166666666667
265337,2,10,10K,44.45
265337,2,11,10K,45.0
265337,2,12,10K,48.65833333333333
265337,2,13,10K,48.83333333333333
265337,2,14,10K,52.16666666666666
265337,2,15,10K,49.28333333333333
265337,1,6,10K,48.60000000000001
265337,1,4,10K,58.85
265337,1,7,10K,47.38333333333333
265337,1,8,10K,50.23333333333333
265337,1,9,10K,51.208333333333336
265337,1,10,10K,54.48333333333333
265337,1,11,10K,52.45833333333333
265337,1,12,10K,58.81666666666666
265337,1,13,10K,60.9
265337,1,14,10K,51.141666666666666
266392,2,6,10K,48.36666666666667
266392,2,3,10K,44.45833333333333
266392,2,7,10K,41.95
266392,2,8,10K,53.05
266392,2,9,10K,46.6
266392,2,10,10K,52.65
266392,2,11,10K,60.76666666666666
266392,2,12,10K,51.78333333333333
266392,2,13,10K,47.96666666666667
266392,2,14,10K,55.41666666666666
266392,1,6,10K,59.03333333333333
266392,1,2,10K,46.48333333333333
266392,1,3,10K,44.51666666666666
266392,1,7,10K,58.96666666666667
266392,1,8,10K,56.66666666666666
266392,1,9,10K,60.974999999999994
266392,1,10,10K,65.43333333333334
266392,1,11,10K,66.76666666666667
266392,1,12,10K,64.65
266392,1,13,10K,62.63333333333333
266394,2,6,10K,56.73333333333333
266394,2,7,10K,42.833333333333336
266394,2,8,10K,60.116666666666674
266394,2,9,10K,53.45833333333333
266394,2,10,10K,56.099999999999994
266394,2,12,10K,74.6
266394,2,13,10K,48.13333333333333
266394,2,14,10K,56.83333333333334
266394,1,6,10K,71.05833333333334
266394,1,7,10K,65.25833333333334
266394,1,8,10K,56.0
266394,1,9,10K,68.13333333333334
266394,1,11,10K,66.33333333333333
266394,1,13,10K,68.53333333333333
267471,2,6,10K,48.5
267471,2,7,10K,38.88333333333333
267471,2,8,10K,55.466666666666654
267471,2,10,10K,54.375
267471,2,14,10K,57.93333333333333
267471,1,6,10K,56.86666666666667
267471,1,8,10K,60.03333333333333
267471,1,10,10K,71.83333333333333
267471,1,11,10K,65.71666666666667
267471,1,12,10K,58.43333333333333
268552,2,6,10K,42.45833333333333
268552,2,3,10K,51.7
268552,2,4,10K,35.96666666666667
268552,2,5,10K,39.85
268552,2,7,10K,38.44166666666666
268552,2,8,10K,47.96666666666667
268552,2,9,10K,45.08333333333334
268552,2,10,10K,51.7
268552,2,11,10K,48.983333333333334
268552,2,12,10K,51.99166666666666
268552,2,13,10K,44.08333333333334
268552,2,14,10K,62.325
268552,2,15,10K,63.68333333333334
268552,1,6,10K,51.03333333333333
268552,1,4,10K,45.86666666666667
268552,1,7,10K,53.449999999999996
268552,1,8,10K,44.675
268552,1,9,10K,55.25
268552,1,10,10K,48.8
268552,1,11,10K,57.91666666666666
268552,1,12,10K,48.06666666666667
268552,1,13,10K,58.15
268553,2,6,10K,48.51666666666666
268553,2,2,10K,37.833333333333336
268553,2,3,10K,49.15
268553,2,4,10K,32.166666666666664
268553,2,5,10K,55.01666666666666
268553,2,7,10K,42.85
268553,2,8,10K,49.8
268553,2,9,10K,48.69166666666666
268553,2,10,10K,50.86666666666667
268553,2,11,10K,50.83333333333334
268553,2,12,10K,50.68333333333333
268553,2,13,10K,54.40833333333333
268553,2,14,10K,62.75833333333334
268553,2,15,10K,61.95
268553,1,6,10K,58.51666666666666
268553,1,3,10K,43.96666666666667
268553,1,4,10K,50.099999999999994
268553,1,5,10K,77.43333333333334
268553,1,7,10K,58.7
268553,1,8,10K,59.88333333333333
268553,1,9,10K,57.56666666666667
268553,1,10,10K,55.68333333333333
268553,1,11,10K,63.93333333333333
268553,1,12,10K,61.81666666666667
268553,1,13,10K,69.13333333333333
268553,1,14,10K,60.5
268554,2,6,10K,44.38333333333333
268554,2,4,10K,35.69166666666666
268554,2,5,10K,37.36666666666667
268554,2,7,10K,38.78333333333333
268554,2,8,10K,46.18333333333333
268554,2,9,10K,48.75
268554,2,10,10K,46.791666666666664
268554,2,11,10K,50.10000000000001
268554,2,12,10K,49.18333333333333
268554,2,13,10K,52.2
268554,2,14,10K,63.95833333333333
268554,2,15,10K,57.56666666666666
268554,1,6,10K,53.26666666666666
268554,1,7,10K,48.06666666666667
268554,1,8,10K,54.275
268554,1,9,10K,56.81666666666667
268554,1,10,10K,53.49166666666666
268554,1,11,10K,57.46666666666667
268554,1,12,10K,56.98333333333333
268554,1,13,10K,64.6
268626,2,6,10K,48.31666666666667
268626,2,4,10K,46.96666666666667
268626,2,7,10K,36.53333333333333
268626,2,8,10K,50.61666666666666
268626,2,9,10K,51.025000000000006
268626,2,10,10K,52.06666666666666
268626,2,11,10K,49.51666666666666
268626,2,12,10K,54.13333333333333
268626,2,13,10K,55.69166666666666
268626,2,14,10K,54.3
268626,2,17,10K,86.63333333333334
268626,1,6,10K,55.33333333333334
268626,1,4,10K,45.56666666666667
268626,1,5,10K,43.21666666666667
268626,1,7,10K,55.43333333333334
268626,1,8,10K,58.83333333333334
268626,1,9,10K,55.825
268626,1,10,10K,61.14999999999999
268626,1,11,10K,47.46666666666667
268626,1,12,10K,58.98333333333333
268626,1,13,10K,73.2
268626,1,14,10K,77.43333333333334
268629,2,6,10K,46.375
268629,2,4,10K,46.4
268629,2,5,10K,41.483333333333334
268629,2,7,10K,42.55
268629,2,8,10K,49.75
268629,2,9,10K,46.03333333333333
268629,2,10,10K,50.70833333333333
268629,2,11,10K,54.016666666666666
268629,2,12,10K,47.15
268629,2,13,10K,77.75
268629,1,6,10K,57.475
268629,1,4,10K,64.2
268629,1,7,10K,59.48333333333333
268629,1,8,10K,56.141666666666666
268629,1,9,10K,60.70833333333333
268629,1,10,10K,64.03333333333333
268629,1,11,10K,55.46666666666667
268629,1,12,10K,61.75
268629,1,13,10K,46.03333333333333
270817,2,6,10K,49.01666666666666
270817,2,4,10K,38.833333333333336
270817,2,7,10K,46.56666666666667
270817,2,8,10K,50.6
270817,2,9,10K,42.15
270817,2,10,10K,58.45
270817,2,11,10K,50.77499999999999
270817,2,12,10K,61.675
270817,2,14,10K,67.45
270817,1,6,10K,59.5
270817,1,5,10K,48.86666666666667
270817,1,7,10K,58.63333333333333
270817,1,8,10K,61.15
270817,1,9,10K,49.46666666666667
270817,1,10,10K,62.75
270817,1,11,10K,74.88333333333334
270817,1,12,10K,73.1
270817,1,13,10K,76.33333333333334
270848,2,6,10K,43.91666666666666
270848,2,2,10K,34.78333333333333
270848,2,3,10K,41.766666666666666
270848,2,4,10K,42.56666666666667
270848,2,5,10K,38.833333333333336
270848,2,7,10K,41.61666666666667
270848,2,8,10K,44.63333333333333
270848,2,9,10K,48.0
270848,2,10,10K,50.125
270848,2,11,10K,51.23333333333333
270848,2,12,10K,50.16666666666666
270848,2,13,10K,52.224999999999994
270848,2,14,10K,53.05
270848,2,15,10K,56.56666666666666
270848,1,6,10K,53.30833333333334
270848,1,3,10K,41.775
270848,1,4,10K,52.53333333333333
270848,1,5,10K,41.78333333333333
270848,1,7,10K,53.25
270848,1,8,10K,54.85
270848,1,9,10K,56.24166666666666
270848,1,10,10K,56.05
270848,1,11,10K,58.01666666666666
270848,1,12,10K,56.74166666666667
270848,1,13,10K,57.51666666666666
270848,1,14,10K,58.73333333333333
271791,2,6,10K,49.58333333333333
271791,2,5,10K,34.31666666666667
271791,2,7,10K,45.81666666666667
271791,2,8,10K,48.09166666666667
271791,2,9,10K,49.69999999999999
271791,2,10,10K,49.53333333333333
271791,2,11,10K,50.55
271791,2,12,10K,57.91666666666666
271791,2,13,10K,55.525
271791,1,6,10K,55.1
271791,1,7,10K,59.2
271791,1,8,10K,56.925
271791,1,9,10K,55.75
271791,1,10,10K,61.95833333333333
271791,1,11,10K,61.025
271791,1,12,10K,63.0
271807,2,6,10K,48.11666666666667
271807,2,3,10K,47.53333333333333
271807,2,5,10K,35.98333333333333
271807,2,7,10K,52.08333333333334
271807,2,8,10K,50.38333333333333
271807,2,9,10K,51.18333333333333
271807,2,10,10K,48.43333333333333
271807,2,11,10K,52.0
271807,2,12,10K,54.18333333333333
271807,2,13,10K,52.24166666666666
271807,2,14,10K,58.95
271807,1,6,10K,56.58333333333334
271807,1,7,10K,58.03333333333333
271807,1,8,10K,58.78333333333333
271807,1,9,10K,59.36666666666666
271807,1,10,10K,61.325
271807,1,11,10K,62.108333333333334
271807,1,12,10K,73.525
273236,2,6,10K,44.58333333333334
273236,2,3,10K,42.63333333333333
273236,2,4,10K,33.61666666666667
273236,2,7,10K,39.71666666666667
273236,2,8,10K,44.68333333333333
273236,2,9,10K,42.58333333333333
273236,2,10,10K,48.68333333333333
273236,2,11,10K,42.083333333333336
273236,2,12,10K,43.666666666666664
273236,2,13,10K,52.63333333333333
273236,2,14,10K,57.85833333333333
273236,2,15,10K,55.208333333333336
273236,1,6,10K,52.90833333333333
273236,1,7,10K,39.13333333333333
273236,1,8,10K,54.51666666666666
273236,1,9,10K,46.7
273236,1,10,10K,54.31666666666667
273236,1,11,10K,48.63333333333333
273236,1,12,10K,58.18333333333333
273236,1,13,10K,58.7
273236,1,14,10K,58.28333333333333
274422,2,6,10K,43.15833333333333
274422,2,4,10K,49.3
274422,2,5,10K,36.75
274422,2,7,10K,39.28333333333333
274422,2,8,10K,47.40833333333333
274422,2,9,10K,38.03333333333333
274422,2,10,10K,48.87499999999999
274422,2,11,10K,45.0
274422,2,12,10K,50.26666666666666
274422,2,13,10K,49.73333333333333
274422,2,14,10K,60.73333333333333
274422,1,6,10K,53.95
274422,1,3,10K,40.1
274422,1,4,10K,53.08333333333334
274422,1,5,10K,43.175
274422,1,7,10K,41.75
274422,1,8,10K,54.06666666666666
274422,1,9,10K,51.0
274422,1,10,10K,52.20833333333334
274422,1,11,10K,53.35
274422,1,12,10K,51.766666666666666
275006,2,6,10K,50.675
275006,2,7,10K,54.68333333333333
275006,2,8,10K,54.608333333333334
275006,2,9,10K,55.23333333333333
275006,2,10,10K,50.86666666666667
275006,2,11,10K,55.325
275006,2,12,10K,54.391666666666666
275006,1,6,10K,61.45
275006,1,7,10K,59.78333333333333
275006,1,8,10K,61.68333333333333
275006,1,9,10K,64.31666666666666
275006,1,10,10K,53.483333333333334
275006,1,11,10K,54.96666666666667
275006,1,12,10K,55.3
